3,11,30,0,5
3,11,30,1,5
3,11,30,2,5
3,11,30,3,5
3,11,30,4,5
3,11,31,0,5
3,11,31,1,5
3,11,31,2,5
3,11,31,3,5
3,11,31,4,5
3,11,32,0,5
3,11,32,1,5
3,11,32,2,5
3,11,32,3,5
3,11,32,4,5
3,11,33,0,5
3,11,33,1,5
3,11,33,2,5
3,11,33,3,5
3,11,33,4,5
3,11,34,0,5
3,11,34,1,5
3,11,34,2,5
3,11,34,3,10
3,11,34,4,5
3,11,35,0,5
3,11,35,1,5
3,11,35,2,5
3,11,35,3,10
3,11,35,4,5
3,11,36,0,10
3,11,36,1,10
3,11,36,2,20
3,11,36,3,20
3,11,36,4,25
3,11,37,0,5
3,11,37,1,25
3,11,37,2,25
3,11,37,3,10
3,11,37,4,10
3,11,38,0,25
3,11,38,1,20
3,11,38,2,20
3,11,38,3,25
3,11,38,4,10
3,11,39,0,25
3,11,39,1,10
3,11,39,2,25
3,11,39,3,35
3,11,39,4,35
3,11,40,0,10
3,11,40,1,20
3,11,40,2,25
3,11,40,3,35
3,11,40,4,25
3,11,41,0,25
3,11,41,1,20
3,11,41,2,45
3,11,41,3,65
3,11,41,4,45
3,11,42,0,35
3,11,42,1,10
3,11,42,2,25
3,11,42,3,55
3,11,42,4,35
3,11,43,0,25
3,11,43,1,20
3,11,43,2,35
3,11,43,3,45
3,11,43,4,35
3,11,44,0,25
3,11,44,1,25
3,11,44,2,80
3,11,44,3,70
3,11,44,4,45
3,11,45,0,35
3,11,45,1,25
3,11,45,2,65
3,11,45,3,65
3,11,45,4,45
3,11,46,0,35
3,11,46,1,45
3,11,46,2,55
3,11,46,3,70
3,11,46,4,55
3,11,47,0,35
3,11,47,1,25
3,11,47,2,55
3,11,47,3,80
3,11,47,4,45
3,11,48,0,65
3,11,48,1,25
3,11,48,2,55
3,11,48,3,65
3,11,48,4,55
3,11,49,0,35
3,11,49,1,35
3,11,49,2,55
3,11,49,3,90
3,11,49,4,45
3,11,50,0,25
3,11,50,1,45
3,11,50,2,65
3,11,50,3,70
3,11,50,4,55
3,11,51,0,55
3,11,51,1,20
3,11,51,2,65
3,11,51,3,80
3,11,51,4,45
3,11,52,0,45
3,11,52,1,45
3,11,52,2,70
3,11,52,3,70
3,11,52,4,55
3,11,53,0,55
3,11,53,1,55
3,11,53,2,55
3,11,53,3,80
3,11,53,4,65
3,11,54,0,55
3,11,54,1,45
3,11,54,2,100
3,11,54,3,80
3,11,54,4,65
3,11,55,0,25
3,11,55,1,55
3,11,55,2,100
3,11,55,3,70
3,11,55,4,65
3,11,56,0,100
3,11,56,1,35
3,11,56,2,100
3,11,56,3,100
3,11,56,4,55
3,11,57,0,55
3,11,57,1,45
3,11,57,2,100
3,11,57,3,100
3,11,57,4,70
3,11,59,0,65
3,11,59,1,35
3,11,59,2,100
3,11,59,3,100
3,11,59,4,65
3,12,00,0,55
3,12,00,1,45
3,12,00,2,90
3,12,00,3,100
3,12,00,4,70
3,12,01,0,65
3,12,01,1,65
3,12,01,2,80
3,12,01,3,100
3,12,01,4,80
3,12,02,0,90
3,12,02,1,35
3,12,02,2,55
3,12,02,3,100
3,12,02,4,100
3,12,03,0,80
3,12,03,1,70
3,12,03,2,90
3,12,03,3,100
3,12,03,4,65
3,12,04,0,65
3,12,04,1,70
3,12,04,2,100
3,12,04,3,70
3,12,04,4,65
3,12,05,0,90
3,12,05,1,90
3,12,05,2,100
3,12,05,3,90
3,12,05,4,70
3,12,06,0,90
3,12,06,1,80
3,12,06,2,100
3,12,06,3,100
3,12,06,4,80
3,12,07,0,100
3,12,07,1,55
3,12,07,2,70
3,12,07,3,100
3,12,07,4,90
3,12,08,0,100
3,12,08,1,65
3,12,08,2,100
3,12,08,3,90
3,12,08,4,70
3,12,09,0,90
3,12,09,1,80
3,12,09,2,100
3,12,09,3,100
3,12,09,4,90
3,12,10,0,100
3,12,10,1,55
3,12,10,2,100
3,12,10,3,100
3,12,10,4,80
3,12,11,0,100
3,12,11,1,45
3,12,11,2,100
3,12,11,3,70
3,12,11,4,65
3,12,12,0,100
3,12,12,1,70
3,12,12,2,100
3,12,12,3,100
3,12,12,4,90
3,12,13,0,100
3,12,13,1,65
3,12,13,2,100
3,12,13,3,100
3,12,13,4,90
3,12,14,0,100
3,12,14,1,70
3,12,14,2,100
3,12,14,3,100
3,12,14,4,80
3,12,15,0,100
3,12,15,1,80
3,12,15,2,100
3,12,15,3,100
3,12,15,4,70
3,12,16,0,100
3,12,16,1,65
3,12,16,2,100
3,12,16,3,100
3,12,16,4,80
3,12,17,0,80
3,12,17,1,100
3,12,17,2,100
3,12,17,3,100
3,12,17,4,70
3,12,18,0,100
3,12,18,1,100
3,12,18,2,100
3,12,18,3,100
3,12,18,4,80
3,12,19,0,100
3,12,19,1,90
3,12,19,2,80
3,12,19,3,100
3,12,19,4,70
3,12,20,0,100
3,12,20,1,90
3,12,20,2,90
3,12,20,3,70
3,12,20,4,80
3,12,21,0,100
3,12,21,1,100
3,12,21,2,100
3,12,21,3,100
3,12,21,4,100
3,12,22,0,100
3,12,22,1,90
3,12,22,2,100
3,12,22,3,100
3,12,22,4,90
3,12,23,0,100
3,12,23,1,100
3,12,23,2,100
3,12,23,3,90
3,12,23,4,100
3,12,24,0,100
3,12,24,1,100
3,12,24,2,100
3,12,24,3,80
3,12,24,4,100
3,12,25,0,100
3,12,25,1,100
3,12,25,2,100
3,12,25,3,90
3,12,25,4,90
3,12,26,0,100
3,12,26,1,100
3,12,26,2,100
3,12,26,3,80
3,12,26,4,100
3,12,27,0,100
3,12,27,1,100
3,12,27,2,100
3,12,27,3,100
3,12,27,4,100
3,12,28,0,100
3,12,28,1,100
3,12,28,2,90
3,12,28,3,100
3,12,28,4,100
3,12,29,0,100
3,12,29,1,100
3,12,29,2,80
3,12,29,3,80
3,12,29,4,100
3,12,30,0,100
3,12,30,1,100
3,12,30,2,100
3,12,30,3,100
3,12,30,4,65
3,12,31,0,100
3,12,31,1,100
3,12,31,2,100
3,12,31,3,100
3,12,31,4,90
3,12,32,0,100
3,12,32,1,100
3,12,32,2,70
3,12,32,3,100
3,12,32,4,80
3,12,33,0,100
3,12,33,1,100
3,12,33,2,80
3,12,33,3,100
3,12,33,4,70
3,12,34,0,100
3,12,34,1,100
3,12,34,2,100
3,12,34,3,65
3,12,34,4,90
3,12,35,0,100
3,12,35,1,100
3,12,35,2,90
3,12,35,3,80
3,12,35,4,100
3,12,36,0,100
3,12,36,1,100
3,12,36,2,90
3,12,36,3,65
3,12,36,4,90
3,12,37,0,100
3,12,37,1,100
3,12,37,2,90
3,12,37,3,80
3,12,37,4,100
3,12,38,0,100
3,12,38,1,100
3,12,38,2,100
3,12,38,3,100
3,12,38,4,100
3,12,39,0,100
3,12,39,1,100
3,12,39,2,100
3,12,39,3,90
3,12,39,4,100
3,12,40,0,90
3,12,40,1,100
3,12,40,2,100
3,12,40,3,100
3,12,40,4,70
3,12,41,0,100
3,12,41,1,100
3,12,41,2,65
3,12,41,3,100
3,12,41,4,65
3,12,42,0,100
3,12,42,1,100
3,12,42,2,65
3,12,42,3,90
3,12,42,4,80
3,12,43,0,100
3,12,43,1,100
3,12,43,2,65
3,12,43,3,100
3,12,43,4,70
3,12,44,0,100
3,12,44,1,100
3,12,44,2,55
3,12,44,3,90
3,12,44,4,100
3,12,45,0,100
3,12,45,1,100
3,12,45,2,80
3,12,45,3,100
3,12,45,4,80
3,12,46,0,90
3,12,46,1,100
3,12,46,2,90
3,12,46,3,100
3,12,46,4,90
3,12,47,0,100
3,12,47,1,100
3,12,47,2,100
3,12,47,3,90
3,12,47,4,55
